instance_id,course_code,course_name,ects_credits,provider,start_date,end_date,instructor_name,instructor_email,location,description,enrollment
700,TUC-ENG-893-482942,Nanotechnology,5,TU Chemnitz,2024-09-11,2024-11-11,Dr. Sarah Hoffmann,sarah.hoffmann@tu-chemnitz.de,Hörsaal C,"An advanced module covering theory and practice in nanotechnology, with emphasis on real-world applications.",270
701,TUC-ENG-907-F0770C,Game Theory II,10,TU Chemnitz,2022-02-10,2022-05-10,Prof. Dr. Lena Klein,lena.klein@tu-chemnitz.de,,Foundational survey of game theory ii. Prerequisites include basic mathematics and programming proficiency.,86
702,TUC-LING-884-BDA6BD,Discrete Mathematics,4,TU Chemnitz,2022-06-03,2022-09-03,Dr. Michael Hoffmann,michael.hoffmann@tu-chemnitz.de,Online (Zoom),This module develops both theoretical understanding and hands-on skills in discrete mathematics via weekly lab sessions.,81
703,TUC-PHYS-898-FBBA0D,Toxicology,9,TU Chemnitz,2023-09-05,2024-02-05,Dr. Lukas Schneider,lukas.schneider@tu-chemnitz.de,Online (Zoom),Foundational survey of toxicology. Prerequisites include basic mathematics and programming proficiency.,160
704,TUC-LAW-891-B096F0,Complex Analysis,6,TU Chemnitz,2024-11-10,2025-02-10,Prof. Wolfgang Braun,wolfgang.braun@tu-chemnitz.de,Böttcher-Bau B202,"Graduate-level seminar on complex analysis; students read papers, complete assignments and present a final project.",165
705,TUC-CHEM-890-73582B,Biophysics,9,TU Chemnitz,2025-11-21,2026-03-21,Dr. Jürgen Schmidt,juergen.schmidt@tu-chemnitz.de,Neues Hörsaalgebäude N113,"This course introduces students to the core concepts of biophysics through lectures, exercises and a final project.",232
706,TUC-LING-879-319797,Econometrics,10,TU Chemnitz,2023-06-11,2023-11-11,Prof. Jürgen Weber,juergen.weber@tu-chemnitz.de,Seminarraum 201,Foundational survey of econometrics. Prerequisites include basic mathematics and programming proficiency.,259
707,tuc-eco-916-4D13D3,Unknown Course,6,TU Chemnitz,2023-10-10,2024-02-10,Dr. Thomas Schmidt,thomas.schmidt@tu-chemnitz.de,Hörsaal C,"An advanced module covering theory and practice in comparative politics ii, with emphasis on real-world applications.",299
708,TUC-MATH-894-AEDA61,Information Theory,9,TU Chemnitz,2024-03-22,2024-07-22,Prof. Wolfgang Schwarz,wolfgang.schwarz@tu-chemnitz.de,Bibliothek,"This course introduces students to the core concepts of information theory through lectures, exercises and a final project.",292
709,TUC-MATH-903-9EE573,Developmental Psychology,10,TU Chemnitz,2025-01-04,,Prof. Jonas Klein,jonas.klein@tu-chemnitz.de,Online (BigBlueButton),Foundational survey of developmental psychology. Prerequisites include basic mathematics and programming proficiency.,285
710,TUC-PHYS-892-DC764F,Evolutionary Biology,5,TU Chemnitz,2022-12-20,2023-04-20,Dr. Jürgen Fischer,juergen.fischer@tu-chemnitz.de,Seminarraum 305,"Graduate-level seminar on evolutionary biology; students read papers, complete assignments and present a final project.",165
711,abc-0B04C9,Quantum Computing Advanced,9,TU Chemnitz,2025-05-02,2025-08-02,Prof. Felix Koch,felix.koch@tu-chemnitz.de,Rechenzentrum Pool 1,"Graduate-level seminar on quantum computing advanced; students read papers, complete assignments and present a final project.",259
712,TUC-MED-878-8BBA14,Constitutional Law,5,TU Chemnitz,2022-06-23,2022-11-23,Prof. Klaus Richter,klaus.richter@tu-chemnitz.de,Mensa Reichenhain,"This course introduces students to the core concepts of constitutional law through lectures, exercises and a final project.",79
713,TUC-PHYS-873-B05CE9,Microbiology,3,TU Chemnitz,2024-09-03,2025-01-03,Dr. Hans Schulz,hans.schulz@tu-chemnitz.de,Orangerie Saal,"This course introduces students to the core concepts of microbiology through lectures, exercises and a final project.",80
714,TUC-ART-906-42B45C,Fluid Mechanics,3,TU Chemnitz,2022-06-18,2022-08-18,Prof. Stefan Meyer,stefan.meyer@tu-chemnitz.de,Weinhold-Bau W037,,221
715,TUC-CHEM-886-5A3A08,Physical Chemistry,4,TU Chemnitz,2023-08-02,2024-01-02,Prof. Dr. Peter Müller,peter.mueller@tu-chemnitz.de,Seminarraum 305,"An advanced module covering theory and practice in physical chemistry, with emphasis on real-world applications.",260
716,TUC-ENG-901-2C297F,Composition Studies,9,TU Chemnitz,,2024-01-18,Prof. Dr. Michael Hoffmann,michael.hoffmann@tu-chemnitz.de,Neues Hörsaalgebäude N113,This module develops both theoretical understanding and hands-on skills in composition studies via weekly lab sessions.,261
717,123456-9DFB2F,Cell Biology,5,TU Chemnitz,2023-07-11,2023-12-11,Prof. Dr. Jonas Müller,jonas.mueller@tu-chemnitz.de,Hörsaal B,"This course introduces students to the core concepts of cell biology through lectures, exercises and a final project.",186
718,TUC-ENG-877-5BA58E,Comparative Politics,8,TU Chemnitz,2023-12-28,2024-05-28,Prof. Peter Schäfer,peter.schaefer@tu-chemnitz.de,Hörsaal C,"An advanced module covering theory and practice in comparative politics, with emphasis on real-world applications.",36
719,TUC-BIO-879-9B2DE8,Sociology of Education,3,TU Chemnitz,2023-07-05,2023-11-05,Prof. Daniel Hoffmann,daniel.hoffmann@tu-chemnitz.de,Böttcher-Bau B202,"Graduate-level seminar on sociology of education; students read papers, complete assignments and present a final project.",93
720,TUC-ARCH-891-098A23,Systems Programming,3,TU Chemnitz,2023-11-08,2024-05-08,Dr. Stefan Klein,stefan.klein@tu-chemnitz.de,Online (Zoom),Foundational survey of systems programming. Prerequisites include basic mathematics and programming proficiency.,32
721,TUC-ENG-884-149C51,Environmental Policy,12,TU Chemnitz,2023-03-16,2023-05-16,Prof. Dr. Anna Richter,anna.richter@tu-chemnitz.de,Hörsaal A,This module develops both theoretical understanding and hands-on skills in environmental policy via weekly lab sessions.,92
722,TUC-MATH-871-4C965F,Number Theory,3,TU Chemnitz,2022-05-07,2022-09-07,Prof. Dr. Lena Müller,lena.mueller@tu-chemnitz.de,Mensa Reichenhain,Foundational survey of number theory. Prerequisites include basic mathematics and programming proficiency.,249
723,TUC-MED-894-18C637,Photonics,4,TU Chemnitz,2024-01-28,2024-04-28,Prof. Dr. Felix Weber,felix.weber@tu-chemnitz.de,Böttcher-Bau B202,"Graduate-level seminar on photonics; students read papers, complete assignments and present a final project.",285
724,UNKNOWN-4B2A9A,Syntax Theory Advanced,5,TU Chemnitz,2023-06-13,2023-12-13,Dr. Hannah Bauer,hannah.bauer@tu-chemnitz.de,Bibliothek,This module develops both theoretical understanding and hands-on skills in syntax theory advanced via weekly lab sessions.,55
725,TUC-ART-907-A85DE1,Embedded Systems,4,TU Chemnitz,2022-07-17,2022-10-17,Unknown Instructor,peter.wolf@tu-chemnitz.de,Neues Hörsaalgebäude N113,"An advanced module covering theory and practice in embedded systems, with emphasis on real-world applications.",240
726,TUC-MED-879-A7F429,Epidemiology,12,TU Chemnitz,2023-10-12,2024-03-12,Prof. Dr. Klaus Schulz,klaus.schulz@tu-chemnitz.de,Online (Zoom),"An advanced module covering theory and practice in epidemiology, with emphasis on real-world applications.",229
727,UNKNOWN-E6A83C,Electromagnetism II,9,TU Chemnitz,2023-03-08,2023-08-08,Dr. Monika Neumann,monika.neumann@tu-chemnitz.de,Labor B,"This course introduces students to the core concepts of electromagnetism ii through lectures, exercises and a final project.",50
728,TUC-LAW-880-3FEC3A,Inorganic Chemistry,4,TU Chemnitz,2025-12-27,2026-06-27,Prof. Andreas Schmidt,andreas.schmidt@tu-chemnitz.de,Neues Hörsaalgebäude N113,Foundational survey of inorganic chemistry. Prerequisites include basic mathematics and programming proficiency.,296
729,TUC-ART-891-27E211,Fluid Mechanics,4,TU Chemnitz,2024-12-09,2025-02-09,Prof. Dr. Klaus Weber,klaus.weber@tu-chemnitz.de,Mensa Reichenhain,This module develops both theoretical understanding and hands-on skills in fluid mechanics via weekly lab sessions.,76
730,TUC-ART-874-4137CF,Genetics,12,TU Chemnitz,2023-10-01,2024-02-01,Dr. Klaus Bauer,klaus.bauer@tu-chemnitz.de,Mensa Reichenhain,"An advanced module covering theory and practice in genetics, with emphasis on real-world applications.",98
731,TUC-ENG-906-48DF81,Reinforcement Learning II,0,TU Chemnitz,2025-02-13,2025-06-13,Dr. Klaus Zimmermann,klaus.zimmermann@tu-chemnitz.de,Hörsaal B,"Graduate-level seminar on reinforcement learning ii; students read papers, complete assignments and present a final project.",128
732,TUC-CS-894-3E6074,Phonetics,3,TU Chemnitz,2022-01-26,2022-03-26,Dr. Anna Schulz,anna.schulz@tu-chemnitz.de,Seminarraum 4.21,"This course introduces students to the core concepts of phonetics through lectures, exercises and a final project.",287
733,TUC-ECO-911-522EB8,Cognitive Psychology,9,TU Chemnitz,2022-05-01,2022-05-01,Prof. Hannah Neumann,hannah.neumann@tu-chemnitz.de,Hörsaal B,"This course introduces students to the core concepts of cognitive psychology through lectures, exercises and a final project.",239
734,TUC-LING-885-3F9AFE,Compiler Construction,8,TU Chemnitz,2022-02-17,2022-05-17,Dr. Andreas Koch,andreas.koch@tu-chemnitz.de,Böttcher-Bau B202,"This course introduces students to the core concepts of compiler construction through lectures, exercises and a final project.",61
735,TUC-MATH-880-0DBA84,Game Theory,5,TU Chemnitz,2023-12-12,2024-03-12,Prof. Dr. Michael Zimmermann,michael.zimmermann@tu-chemnitz.de,Mensa Reichenhain,Game Theory is an undergraduate course exploring foundational topics and selected case studies.,168
736,TUC-LING-898-9CC5B6,Pharmacology,10,TU Chemnitz,2024-11-02,2025-05-02,monika.zimmermann@tu-chemnitz.de,monika.zimmermann@tu-chemnitz.de,Orangerie Saal,Pharmacology is an undergraduate course exploring foundational topics and selected case studies.,195
737,TUC-ECO-888-9B5ECF,Behavioral Economics,5,TU Chemnitz,2022-01-04,2022-03-04,Prof. Jonas Schmidt,jonas.schmidt@tu-chemnitz.de,Hörsaal B,Behavioral Economics is an undergraduate course exploring foundational topics and selected case studies.,286
738,TUC-CHEM-899-3C166C,Cryptography Basics,4,TU Chemnitz,2023-10-19,2024-02-19,Prof. Dr. Maria Klein,maria.klein@tu-chemnitz.de,Hörsaal B,"An advanced module covering theory and practice in cryptography basics, with emphasis on real-world applications.",225
739,TUC-LING-899-4F4EE1,Syntax Theory,3,TU Chemnitz,2024-08-22,2024-12-22,Prof. Wolfgang Weber,,Labor B,Syntax Theory is an undergraduate course exploring foundational topics and selected case studies.,73
740,TUC-LING-873-0E269F,Human Computer Interaction,4,TU Chemnitz,2023-06-10,2023-09-10,Dr. Peter Schäfer,peter.schaefer@tu-chemnitz.de,Online (BigBlueButton),"This course introduces students to the core concepts of human computer interaction through lectures, exercises and a final project.",169
741,TUC-ENG-881-0CCB05,Internet of Things,4,TU Chemnitz,2022-03-18,2022-06-18,Prof. Dr. Michael Meyer,michael.meyer@tu-chemnitz.de,Seminarraum 305,"Graduate-level seminar on internet of things; students read papers, complete assignments and present a final project.",81
742,TUC-ENG-885-550DE7,Complexity Theory,6,TU Chemnitz,2022-09-20,2022-11-20,Dr. Jürgen Becker,juergen.becker@tu-chemnitz.de,Mensa Reichenhain,Foundational survey of complexity theory. Prerequisites include basic mathematics and programming proficiency.,30
743,TUC-ARCH-877-118BC2,Compiler Construction,12,TU Chemnitz,2025-02-07,2025-07-07,Dr. Monika Hoffmann,monika.hoffmann@tu-chemnitz.de,Seminarraum 305,"An advanced module covering theory and practice in compiler construction, with emphasis on real-world applications.",238
744,TUC-CHEM-878-121041,Semantics,9,TU Chemnitz,2022-03-09,2022-09-09,Prof. Daniel Weber,daniel.weber@tu-chemnitz.de,Labor C,Foundational survey of semantics. Prerequisites include basic mathematics and programming proficiency.,129
745,TUC-ART-902-B7151D,Immunology,5,TU Chemnitz,2022-11-26,2023-04-26,Prof. Katharina Schneider,katharina.schneider@tu-chemnitz.de,Neues Hörsaalgebäude N113,Foundational survey of immunology. Prerequisites include basic mathematics and programming proficiency.,224
746,TUC-CS-876-785397,Mobile Application Development,8,TU Chemnitz,2025-01-04,2025-07-04,Dr. Thomas Müller,thomas.mueller@tu-chemnitz.de,Böttcher-Bau B202,This module develops both theoretical understanding and hands-on skills in mobile application development via weekly lab sessions.,273
747,TUC-CS-900-8C7AD5,Art History,6,TU Chemnitz,2024-05-21,2024-09-21,Prof. Andreas Schmidt,andreas.schmidt@tu-chemnitz.de,Online (Zoom),Art History is an undergraduate course exploring foundational topics and selected case studies.,
748,TUC-LING-896-972898,Toxicology,9,TU Chemnitz,2024-11-03,2025-01-03,anna.mueller@tu-chemnitz.de,anna.mueller@tu-chemnitz.de,Rechenzentrum Pool 1,"Graduate-level seminar on toxicology; students read papers, complete assignments and present a final project.",201
749,TUC-BIO-874-A9D301,Criminal Law,9,TU Chemnitz,2023-02-08,2023-05-08,Prof. Dr. Hannah Bauer,hannah.bauer@tu-chemnitz.de,Seminarraum 201,"An advanced module covering theory and practice in criminal law, with emphasis on real-world applications.",111
750,tuc-chem-901-65A2DD,Multi-Agent Systems,4,TU Chemnitz,2022-11-14,2023-01-14,Prof. Dr. Lena Krüger,lena.krueger@tu-chemnitz.de,Böttcher-Bau B202,"This course introduces students to the core concepts of multi-agent systems through lectures, exercises and a final project.",185
751,TUC-MED-911-97956E,Probability Theory III,5,TU Chemnitz,2023-05-21,2023-09-21,Dr. Thomas Richter,thomas.richter@tu-chemnitz.de,Labor C,,218
752,TUC-ECO-901-EBD18A,Software Testing,9,TU Chemnitz,2025-07-10,2025-09-10,Dr. Jonas Weber,jonas.weber@tu-chemnitz.de,Labor C,"This course introduces students to the core concepts of software testing through lectures, exercises and a final project.",65
753,TUC-ART-879-9DB986,Complexity Theory,10,TU Chemnitz,2024-12-16,2025-04-16,Dr. Anna Zimmermann,anna.zimmermann@tu-chemnitz.de,Mensa Reichenhain,This module develops both theoretical understanding and hands-on skills in complexity theory via weekly lab sessions.,34
754,TUC-MATH-891-25ED5F,Number Theory,12,TU Chemnitz,2022-11-21,2023-05-21,Dr. Felix Becker,felix.becker@tu-chemnitz.de,Seminarraum 201,"Graduate-level seminar on number theory; students read papers, complete assignments and present a final project.",286
755,TUC-BIO-901-07605A,73341,6,TU Chemnitz,2023-03-11,2023-08-11,Prof. Jonas Klein,jonas.klein@tu-chemnitz.de,Online (Zoom),"An advanced module covering theory and practice in edge computing, with emphasis on real-world applications.",72
756,TUC-MATH-886-DE45FA,Abstract Algebra,6,TU Chemnitz,2022-05-06,2022-08-06,Dr. Michael Schulz,michael.schulz@tu-chemnitz.de,Mensa Reichenhain,"Graduate-level seminar on abstract algebra; students read papers, complete assignments and present a final project.",257
757,TUC-ENG-894-86CAB9,Modern Architecture,4,TU Chemnitz,2024-09-24,2024-12-24,Dr. Anna Koch,anna.koch@tu-chemnitz.de,Neues Hörsaalgebäude N113,Foundational survey of modern architecture. Prerequisites include basic mathematics and programming proficiency.,257
758,TUC-ENG-908-5C100A,Contract Law Advanced,9,TU Chemnitz,2025-07-07,2025-11-07,Prof. Dr. Monika Neumann,monika.neumann@tu-chemnitz.de,,"This course introduces students to the core concepts of contract law advanced through lectures, exercises and a final project.",155
759,TUC-CHEM-906-29986A,Natural Language Processing III,12,TU Chemnitz,2024-05-06,2024-08-06,Prof. Dr. Stefan Hoffmann,stefan.hoffmann@tu-chemnitz.de,Hörsaal A,"This course introduces students to the core concepts of natural language processing iii through lectures, exercises and a final project.",884
760,TUC-PHYS-913-2DAEAD,Mechatronics II,5,TU Chemnitz,2025-10-10,2026-01-10,Li,juergen.zimmermann@tu-chemnitz.de,Böttcher-Bau B202,Mechatronics II is an undergraduate course exploring foundational topics and selected case studies.,95
761,TUC-MATH-876-D4BABC,Software Testing,5,TU Chemnitz,2023-07-21,2023-09-21,Prof. Dr. Hans Schneider,hans.schneider@tu-chemnitz.de,Online (BigBlueButton),"An advanced module covering theory and practice in software testing, with emphasis on real-world applications.",267
762,TUC-MATH-874-464883,Econometrics,12,TU Chemnitz,2022-08-20,2023-01-20,Dr. Lukas Schmidt,lukas.schmidt@tu-chemnitz.de,Bibliothek,Econometrics is an undergraduate course exploring foundational topics and selected case studies.,298
763,TUC-ENG-888-B78CCE,Ancient Civilizations,5,TU Chemnitz,2023-06-07,2023-12-07,Prof. Dr. Jonas Meyer,jonas.meyer@tu-chemnitz.de,Hörsaal C,Foundational survey of ancient civilizations. Prerequisites include basic mathematics and programming proficiency.,35
764,TUC-ART-872-9514CF,Behavioral Economics,10,TU Chemnitz,2023-10-03,2023-12-03,Prof. Felix Schäfer,felix.schaefer@tu-chemnitz.de,Hörsaal C,Behavioral Economics is an undergraduate course exploring foundational topics and selected case studies.,222
765,TUC-ARCH-896-888E96,Bayesian Statistics,3,TU Chemnitz,2024-08-05,2024-12-05,Prof. Dr. Daniel Braun,daniel.braun@tu-chemnitz.de,Rechenzentrum Pool 1,Bayesian Statistics is an undergraduate course exploring foundational topics and selected case studies.,45
